Timestamp,Number of Pixels in Range,food?
2023-07-07 15:13:33.691008,214,empty
2023-07-07 15:13:33.751069,190,empty
2023-07-07 15:13:33.802245,156,empty
2023-07-07 15:13:33.853246,217,empty
2023-07-07 15:13:33.930354,232,empty
2023-07-07 15:13:34.025743,157,empty
2023-07-07 15:13:34.080354,231,empty
2023-07-07 15:13:34.165252,266,empty
2023-07-07 15:13:34.247735,223,empty
2023-07-07 15:13:34.341817,223,empty
2023-07-07 15:13:34.449028,282,empty
2023-07-07 15:13:34.526747,236,empty
2023-07-07 15:13:35.097844,281,empty
2023-07-07 15:13:35.167166,256,empty
2023-07-07 15:13:35.223378,196,empty
2023-07-07 15:13:35.258417,182,empty
2023-07-07 15:13:35.279391,231,empty
2023-07-07 15:13:35.327159,253,empty
2023-07-07 15:13:35.398795,223,empty
2023-07-07 15:13:35.445525,186,empty
2023-07-07 15:13:35.506172,220,empty
2023-07-07 15:13:35.558230,258,empty
2023-07-07 15:13:35.631280,220,empty
2023-07-07 15:13:35.678225,176,empty
2023-07-07 15:13:35.743792,197,empty
2023-07-07 15:13:35.817586,178,empty
2023-07-07 15:13:35.890674,216,empty
2023-07-07 15:13:35.951369,176,empty
2023-07-07 15:13:36.048100,200,empty
2023-07-07 15:13:36.152105,161,empty
2023-07-07 15:13:36.279912,243,empty
